UID,Title,Rank,Stream type,Episodes,Start date,End date,Members,Score
251,Romeo no Aoi Sora,251,TV ,33.0,Jan 1995 , Dec 1995,"50,901 ",8.32
252,Kingdom 2nd Season,252,TV ,39.0,Jun 2013 , Mar 2014,"129,017 ",8.31
253,Luo Xiao Hei Zhan Ji (Movie),253,Movie ,1.0,Sep 2019 , Sep 2019,"27,285 ",8.31
254,Natsume Yuujinchou,254,TV ,13.0,Jul 2008 , Sep 2008,"544,732 ",8.31
255,Natsume Yuujinchou Go Specials,255,Special ,2.0,Mar 2017 , Apr 2017,"46,831 ",8.31
256,NHK ni Youkoso!,256,TV ,24.0,Jul 2006 , Dec 2006,"752,658 ",8.31
257,Ookami to Koushinryou II,257,TV ,12.0,Jul 2009 , Sep 2009,"497,849 ",8.31
258,Sasaki to Miyano Movie: Sotsugyou-hen,258,Movie ,1.0,Feb 2023 , Feb 2023,"44,697 ",8.31
259,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,259,Movie ,1.0,Dec 2023 , Dec 2023,"87,515 ",8.31
260,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,260,Movie ,12.0,Mar 2022 , May 2022,"21,689 ",8.31
261,Given,261,TV ,11.0,Jul 2019 , Sep 2019,"577,772 ",8.31
262,Hunter x Hunter: Original Video Animation,262,OVA ,8.0,Jan 2002 , Apr 2002,"128,107 ",8.31
263,86,263,TV ,11.0,Apr 2021 , Jun 2021,"791,363 ",8.30
264,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,264,TV ,11.0,Apr 2011 , Jun 2011,"1,616,120 ",8.30
265,Ashita no Joe,265,TV ,79.0,Apr 1970 , Sep 1971,"94,181 ",8.30
266,Boku dake ga Inai Machi,266,TV ,12.0,Jan 2016 , Mar 2016,"2,111,752 ",8.30
267,Diamond no Ace: Second Season,267,TV ,51.0,Apr 2015 , Mar 2016,"139,289 ",8.30
268,Evangelion Movie 2: Ha,268,Movie ,1.0,Jul 2009 , Jul 2009,"548,279 ",8.30
269,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,269,Movie ,12.0,Sep 2022 , Nov 2022,"14,711 ",8.30
270,Katanagatari,270,TV ,12.0,Jan 2010 , Dec 2010,"565,434 ",8.30
271,Kemono no Souja Erin,271,TV ,50.0,Jan 2009 , Dec 2009,"87,450 ",8.30
272,Ore dake Level Up na Ken,272,TV ,12.0,Jan 2024 , Mar 2024,"689,532 ",8.30
273,Sakamichi no Apollon,273,TV ,12.0,Apr 2012 , Jun 2012,"388,967 ",8.30
274,Kuroko no Basket 3rd Season,274,TV ,25.0,Jan 2015 , Jun 2015,"769,396 ",8.29
275,Meitantei Conan Movie 06: Baker Street no Bourei,275,Movie ,1.0,Apr 2002 , Apr 2002,"79,005 ",8.29
276,Steins;Gate: Oukoubakko no Poriomania,276,Special ,1.0,Feb 2012 , Feb 2012,"442,224 ",8.29
277,Suzume no Tojimari,277,Movie ,1.0,Nov 2022 , Nov 2022,"368,386 ",8.29
278,Violet Evergarden: Recollections,278,Special ,1.0,Oct 2021 , Oct 2021,"32,549 ",8.29
279,Beck,279,TV ,26.0,Oct 2004 , Mar 2005,"344,988 ",8.29
280,Initial D Final Stage,280,TV ,4.0,May 2014 , Jun 2014,"146,509 ",8.29
281,Boku no Hero Academia 6th Season,281,TV ,25.0,Oct 2022 , Mar 2023,"659,939 ",8.28
282,Doukyuusei (Movie),282,Movie ,1.0,Feb 2016 , Feb 2016,"272,784 ",8.28
283,Gintama: Shinyaku Benizakura-hen,283,Special ,1.0,Dec 2010 , Dec 2010,"44,389 ",8.28
284,Hotarubi no Mori e,284,Movie ,1.0,Sep 2011 , Sep 2011,"828,742 ",8.28
285,Kage no Jitsuryokusha ni Naritakute!,285,TV ,20.0,Oct 2022 , Feb 2023,"660,103 ",8.28
286,Kino no Tabi: The Beautiful World,286,TV ,13.0,Apr 2003 , Jul 2003,"321,008 ",8.28
287,Major: World Series,287,OVA ,2.0,Dec 2011 , Jan 2012,"37,160 ",8.28
288,Redline,288,Movie ,1.0,Aug 2009 , Aug 2009,"382,823 ",8.28
289,Rurouni Kenshin: Meiji Kenkaku Romantan,289,TV ,94.0,Jan 1996 , Sep 1998,"498,765 ",8.28
290,Tokyo Godfathers,290,Movie ,1.0,Nov 2003 , Nov 2003,"297,366 ",8.28
291,Tunshi Xingkong 2nd Season,291,ONA ,26.0,Dec 2021 , Sep 2022,"5,909 ",8.28
292,Yuukoku no Moriarty Part 2,292,TV ,13.0,Apr 2021 , Jun 2021,"256,136 ",8.28
293,Shirobako,293,TV ,24.0,Oct 2014 , Mar 2015,"447,921 ",8.27
294,Tenki no Ko,294,Movie ,1.0,Jul 2019 , Jul 2019,"1,012,751 ",8.27
295,Tsubasa: Tokyo Revelations,295,OVA ,3.0,Nov 2007 , Mar 2008,"96,416 ",8.27
296,Yuru Camp△,296,TV ,12.0,Jan 2018 , Mar 2018,"497,920 ",8.27
297,Diamond no Ace: Act II,297,TV ,52.0,Apr 2019 , Mar 2020,"91,532 ",8.27
298,Dr. Stone,298,TV ,24.0,Jul 2019 , Dec 2019,"1,756,985 ",8.27
299,Fate/Zero,299,TV ,13.0,Oct 2011 , Dec 2011,"1,510,444 ",8.27
300,Gin no Saji 2nd Season,300,TV ,11.0,Jan 2014 , Mar 2014,"146,816 ",8.27
301,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,301,Movie ,4.0,Nov 2019 , Nov 2019,"26,650 ",8.27
302,Koukaku Kidoutai,302,Movie ,1.0,Nov 1995 , Nov 1995,"642,776 ",8.27
303,Naruto: Shippuuden,303,TV ,500.0,Feb 2007 , Mar 2017,"2,507,333 ",8.27
304,Nodame Cantabile,304,TV ,23.0,Jan 2007 , Jun 2007,"316,867 ",8.26
305,Shinsekai yori,305,TV ,25.0,Sep 2012 , Mar 2013,"782,551 ",8.26
306,Space☆Dandy 2nd Season,306,TV ,13.0,Jul 2014 , Sep 2014,"169,613 ",8.26
307,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,307,Special ,1.0,Dec 2015 , Dec 2015,"264,537 ",8.26
308,Tenkuu no Shiro Laputa,308,Movie ,1.0,Aug 1986 , Aug 1986,"494,090 ",8.26
309,Blue Lock,309,TV ,24.0,Oct 2022 , Mar 2023,"698,059 ",8.26
310,Gyakkyou Burai Kaiji: Ultimate Survivor,310,TV ,26.0,Oct 2007 , Apr 2008,"357,953 ",8.26
311,Hajime no Ippo: Champion Road,311,TV Special ,1.0,Apr 2003 , Apr 2003,"140,455 ",8.26
312,Boku no Kokoro no Yabai Yatsu,312,TV ,12.0,Apr 2023 , Jun 2023,"308,680 ",8.25
313,Dororo,313,TV ,24.0,Jan 2019 , Jun 2019,"1,239,456 ",8.25
314,Hunter x Hunter: Greed Island Final,314,OVA ,14.0,Mar 2004 , Aug 2004,"146,586 ",8.25
315,Kobayashi-san Chi no Maid Dragon S,315,TV ,12.0,Jul 2021 , Sep 2021,"560,881 ",8.25
316,Kono Subarashii Sekai ni Shukufuku wo! 2,316,TV ,10.0,Jan 2017 , Mar 2017,"1,530,812 ",8.25
317,Kuroshitsuji Movie: Book of the Atlantic,317,Movie ,1.0,Jan 2017 , Jan 2017,"203,380 ",8.25
318,Mushoku Tensei II: Isekai Ittara Honki Dasu,318,TV ,12.0,Jul 2023 , Sep 2023,"569,980 ",8.25
319,Planetes,319,TV ,26.0,Oct 2003 , Apr 2004,"256,300 ",8.25
320,Spy x Family Part 2,320,TV ,13.0,Oct 2022 , Dec 2022,"937,576 ",8.25
321,Stranger: Mukou Hadan,321,Movie ,1.0,Sep 2007 , Sep 2007,"335,822 ",8.25
322,Tonari no Totoro,322,Movie ,1.0,Apr 1988 , Apr 1988,"1,075,024 ",8.25
323,World Trigger 3rd Season,323,TV ,14.0,Oct 2021 , Jan 2022,"119,171 ",8.25
324,Tanoshii Muumin Ikka,324,TV ,78.0,Apr 1990 , Oct 1991,"28,225 ",8.24
325,Yubisaki to Renren,325,TV ,12.0,Jan 2024 , Mar 2024,"225,635 ",8.24
326,Bakemono no Ko,326,Movie ,1.0,Jul 2015 , Jul 2015,"427,955 ",8.24
327,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,327,Movie ,1.0,Mar 2011 , Mar 2011,"16,772 ",8.24
328,Golden Kamuy 2nd Season,328,TV ,12.0,Oct 2018 , Dec 2018,"208,513 ",8.24
329,Gyakkyou Burai Kaiji: Hakairoku-hen,329,TV ,26.0,Apr 2011 , Sep 2011,"195,953 ",8.24
330,Hajime no Ippo: Mashiba vs. Kimura,330,OVA ,1.0,Sep 2003 , Sep 2003,"112,982 ",8.24
331,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,331,TV Special ,1.0,Dec 2016 , Dec 2016,"31,678 ",8.24
332,Non Non Biyori Movie: Vacation,332,Movie ,1.0,Aug 2018 , Aug 2018,"79,690 ",8.24
333,Sennen Joyuu,333,Movie ,1.0,Sep 2002 , Sep 2002,"190,091 ",8.24
334,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,334,TV ,25.0,Oct 2016 , Apr 2017,"146,081 ",8.23
335,Kimetsu no Yaiba: Katanakaji no Sato-hen,335,TV ,11.0,Apr 2023 , Jun 2023,"850,868 ",8.23
336,Nodame Cantabile Finale,336,TV ,11.0,Jan 2010 , Mar 2010,"128,777 ",8.23
337,Re:Zero kara Hajimeru Isekai Seikatsu,337,TV ,25.0,Apr 2016 , Sep 2016,"2,213,866 ",8.23
338,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,338,TV ,13.0,Oct 2018 , Dec 2018,"1,755,327 ",8.23
339,Wu Liuqi: Zui Qiang Fa Xing Shi,339,ONA ,10.0,Oct 2019 , Jan 2020,"77,258 ",8.23
340,Youjo Senki Movie,340,Movie ,1.0,Feb 2019 , Feb 2019,"285,709 ",8.23
341,Danshi Koukousei no Nichijou,341,TV ,12.0,Jan 2012 , Mar 2012,"830,475 ",8.23
342,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,342,TV ,11.0,Jan 2023 , Mar 2023,"218,589 ",8.23
343,Fairy Tail: 100-nen Quest,343,TV ,,Jul 2024 ,,"107,281 ",8.23
344,Haikyuu!! Movie 4: Concept no Tatakai,344,Movie ,1.0,Sep 2017 , Sep 2017,"89,020 ",8.23
345,IDOLiSH7 Third Beat!,345,TV ,13.0,Jul 2021 , Sep 2021,"23,217 ",8.23
346,Doupo Cangqiong 4th Season,346,ONA ,24.0,Mar 2021 , Aug 2021,"7,488 ",8.22
347,Kamisama Hajimemashita◎,347,TV ,12.0,Jan 2015 , Mar 2015,"417,493 ",8.22
348,Kimetsu no Yaiba: Hashira Geiko-hen,348,TV ,8.0,May 2024 , Jun 2024,"421,584 ",8.22
349,Kono Sekai no Katasumi ni,349,Movie ,1.0,Nov 2016 , Nov 2016,"190,762 ",8.22
350,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,350,Movie ,1.0,Oct 2012 , Oct 2012,"201,972 ",8.22
351,Majo no Takkyuubin,351,Movie ,1.0,Jul 1989 , Jul 1989,"596,002 ",8.22
352,Major S3,352,TV ,26.0,Jan 2007 , Jun 2007,"69,937 ",8.22
353,Mimi wo Sumaseba,353,Movie ,1.0,Jul 1995 , Jul 1995,"368,915 ",8.22
354,Ookami to Koushinryou,354,TV ,13.0,Jan 2008 , Mar 2008,"825,330 ",8.22
355,Sasaki to Miyano,355,TV ,12.0,Jan 2022 , Mar 2022,"199,558 ",8.22
356,Shen Yin Wangzuo 2nd Season,356,ONA ,130.0,Nov 2022 ,,"4,089 ",8.22
357,Shoujo Shuumatsu Ryokou,357,TV ,12.0,Oct 2017 , Dec 2017,"349,585 ",8.22
358,Tengoku Daimakyou,358,TV ,13.0,Apr 2023 , Jun 2023,"487,855 ",8.22
359,Trigun,359,TV ,26.0,Apr 1998 , Sep 1998,"769,979 ",8.22
360,Shoujo Kakumei Utena,360,TV ,39.0,Apr 1997 , Dec 1997,"223,549 ",8.21
361,SKET Dance,361,TV ,77.0,Apr 2011 , Sep 2012,"226,578 ",8.21
362,Tunshi Xingkong 4th Season,362,ONA ,52.0,Oct 2023 ,,"2,376 ",8.21
363,xxxHOLiC◆Kei,363,TV ,13.0,Apr 2008 , Jun 2008,"145,298 ",8.21
364,BanG Dream! It's MyGO!!!!!,364,TV ,13.0,Jun 2023 , Sep 2023,"20,575 ",8.21
365,Bungou Stray Dogs 3rd Season,365,TV ,12.0,Apr 2019 , Jun 2019,"642,562 ",8.21
366,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,366,Movie ,1.0,Jul 2000 , Jul 2000,"116,881 ",8.21
367,Fate/strange Fake: Whispers of Dawn,367,TV Special ,1.0,Jul 2023 , Jul 2023,"78,408 ",8.21
368,Fruits Basket 1st Season,368,TV ,25.0,Apr 2019 , Sep 2019,"843,937 ",8.21
369,Great Pretender,369,TV ,23.0,Jul 2020 , Dec 2020,"671,969 ",8.21
370,Kaguya-hime no Monogatari,370,Movie ,1.0,Nov 2013 , Nov 2013,"235,428 ",8.21
371,Kuroko no Basket 2nd Season,371,TV ,25.0,Oct 2013 , Mar 2014,"862,878 ",8.21
372,Liz to Aoi Tori,372,Movie ,1.0,Apr 2018 , Apr 2018,"143,881 ",8.21
373,Magi: The Kingdom of Magic,373,TV ,25.0,Oct 2013 , Mar 2014,"848,140 ",8.21
374,Major S1,374,TV ,26.0,Nov 2004 , May 2005,"102,347 ",8.21
375,Quanzhi Gaoshou Specials,375,ONA ,3.0,Apr 2018 , May 2018,"106,512 ",8.21
376,Meitantei Conan Movie 13: Shikkoku no Chaser,376,Movie ,1.0,Apr 2009 , Apr 2009,"60,640 ",8.20
377,One Piece Movie 14: Stampede,377,Movie ,1.0,Aug 2019 , Aug 2019,"194,420 ",8.20
378,ReLIFE: Kanketsu-hen,378,Special ,4.0,Mar 2018 , Mar 2018,"400,694 ",8.20
379,Saiki Kusuo no Ψ-nan: Kanketsu-hen,379,TV Special ,1.0,Dec 2018 , Dec 2018,"222,739 ",8.20
380,Vanitas no Karte Part 2,380,TV ,12.0,Jan 2022 , Apr 2022,"284,273 ",8.20
381,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,381,TV ,13.0,Apr 2015 , Jun 2015,"1,072,179 ",8.20
382,Berserk: Ougon Jidai-hen III - Kourin,382,Movie ,1.0,Feb 2013 , Feb 2013,"228,242 ",8.20
383,Horimiya,383,TV ,13.0,Jan 2021 , Apr 2021,"1,402,718 ",8.20
384,InuYasha: Kanketsu-hen,384,TV ,26.0,Oct 2009 , Mar 2010,"286,329 ",8.20
385,Asobi Asobase,385,TV ,12.0,Jul 2018 , Sep 2018,"485,553 ",8.19
386,Hachimitsu to Clover II,386,TV ,12.0,Jun 2006 , Sep 2006,"107,670 ",8.19
387,Maison Ikkoku,387,TV ,96.0,Mar 1986 , Mar 1988,"74,299 ",8.19
388,Major S4,388,TV ,26.0,Jan 2008 , Jun 2008,"66,109 ",8.19
389,Mo Dao Zu Shi Q,389,ONA ,30.0,Jul 2020 , Jan 2021,"24,768 ",8.19
390,Nomad: Megalo Box 2,390,TV ,13.0,Apr 2021 , Jun 2021,"202,716 ",8.19
391,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,391,TV Special ,1.0,Aug 2013 , Aug 2013,"63,232 ",8.19
392,Senki Zesshou Symphogear XV,392,TV ,13.0,Jul 2019 , Sep 2019,"40,013 ",8.19
393,xxxHOLiC Rou,393,OVA ,2.0,Apr 2010 , Mar 2011,"70,364 ",8.19
394,Sono Bisque Doll wa Koi wo Suru,394,TV ,12.0,Jan 2022 , Mar 2022,"1,078,155 ",8.18
395,Spy x Family Movie: Code: White,395,Movie ,1.0,Dec 2023 , Dec 2023,"128,890 ",8.18
396,Stand By Me Doraemon 2,396,Movie ,1.0,Nov 2020 , Nov 2020,"25,120 ",8.18
397,Yojouhan Time Machine Blues,397,ONA ,6.0,Sep 2022 , Oct 2022,"43,278 ",8.18
398,Yoru wa Mijikashi Arukeyo Otome,398,Movie ,1.0,Apr 2017 , Apr 2017,"128,241 ",8.18
399,Ao Ashi,399,TV ,24.0,Apr 2022 , Sep 2022,"214,441 ",8.18
400,Bakuman.,400,TV ,25.0,Oct 2010 , Apr 2011,"625,188 ",8.18
401,Ballroom e Youkoso,401,TV ,24.0,Jul 2017 , Dec 2017,"338,626 ",8.18
402,Bungou Stray Dogs 2nd Season,402,TV ,12.0,Oct 2016 , Dec 2016,"867,465 ",8.18
403,Chihayafuru,403,TV ,25.0,Oct 2011 , Mar 2012,"465,415 ",8.18
404,Dragon Ball Super: Broly,404,Movie ,1.0,Dec 2018 , Dec 2018,"410,281 ",8.18
405,Dragon Ball Z,405,TV ,291.0,Apr 1989 , Jan 1996,"1,235,957 ",8.18
406,Fate/stay night: Unlimited Blade Works,406,TV ,12.0,Oct 2014 , Dec 2014,"1,078,746 ",8.18
407,Girls & Panzer Movie,407,Movie ,1.0,Nov 2015 , Nov 2015,"107,821 ",8.18
408,Horimiya: Piece,408,TV ,13.0,Jul 2023 , Sep 2023,"329,570 ",8.18
409,Hunter x Hunter: Greed Island,409,OVA ,8.0,Feb 2003 , Apr 2003,"158,221 ",8.18
410,Initial D Second Stage,410,TV ,13.0,Oct 1999 , Jan 2000,"223,554 ",8.18
411,Kotarou wa Hitorigurashi,411,ONA ,10.0,Mar 2022 , Mar 2022,"157,538 ",8.18
412,Little Busters! Refrain,412,TV ,13.0,Oct 2013 , Dec 2013,"167,748 ",8.18
413,Major S2,413,TV ,26.0,Dec 2005 , Jun 2006,"72,579 ",8.18
414,No Game No Life: Zero,414,Movie ,1.0,Jul 2017 , Jul 2017,"877,009 ",8.18
415,Non Non Biyori Repeat,415,TV ,12.0,Jul 2015 , Sep 2015,"202,257 ",8.18
416,K-On!!,416,TV ,26.0,Apr 2010 , Sep 2010,"701,793 ",8.17
417,Made in Abyss Movie 1: Tabidachi no Yoake,417,Movie ,1.0,Jan 2019 , Jan 2019,"131,930 ",8.17
418,Meitantei Conan,418,TV ,,Jan 1996 ,,"351,580 ",8.17
419,Meitantei Conan Movie 20: Junkoku no Nightmare,419,Movie ,1.0,Apr 2016 , Apr 2016,"42,601 ",8.17
420,Yuukoku no Moriarty,420,TV ,11.0,Oct 2020 , Dec 2020,"435,087 ",8.17
421,Black Lagoon: The Second Barrage,421,TV ,12.0,Oct 2006 , Dec 2006,"523,620 ",8.17
422,Cardcaptor Sakura,422,TV ,70.0,Apr 1998 , Mar 2000,"441,907 ",8.17
423,Digimon Adventure: Last Evolution Kizuna,423,Movie ,1.0,Feb 2020 , Feb 2020,"45,287 ",8.17
424,Girls & Panzer: Saishuushou Part 3,424,Movie ,1.0,Mar 2021 , Mar 2021,"28,430 ",8.17
425,Haikyuu!! Movie 3: Sainou to Sense,425,Movie ,1.0,Sep 2017 , Sep 2017,"92,158 ",8.17
426,Higurashi no Naku Koro ni Kai,426,TV ,24.0,Jul 2007 , Dec 2007,"482,930 ",8.17
427,Holo no Graffiti,427,ONA ,,May 2019 ,,"55,732 ",8.17
428,Initial D Fourth Stage,428,TV ,24.0,Apr 2004 , Feb 2006,"190,916 ",8.17
429,Akira,429,Movie ,1.0,Jul 1988 , Jul 1988,"861,608 ",8.16
430,Aria the Natural,430,TV ,26.0,Apr 2006 , Sep 2006,"80,159 ",8.16
431,Dr. Stone: Ryuusui,431,TV Special ,1.0,Jul 2022 , Jul 2022,"298,447 ",8.16
432,Dr. Stone: Stone Wars,432,TV ,11.0,Jan 2021 , Mar 2021,"1,053,101 ",8.16
433,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,433,Movie ,1.0,Oct 2017 , Oct 2017,"459,918 ",8.16
434,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,434,Movie ,4.0,Oct 2019 , Oct 2019,"26,038 ",8.16
435,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",435,OVA ,1.0,Dec 2016 , Dec 2016,"66,484 ",8.16
436,Lycoris Recoil,436,TV ,13.0,Jul 2022 , Sep 2022,"501,159 ",8.16
437,Ouran Koukou Host Club,437,TV ,26.0,Apr 2006 , Sep 2006,"1,133,797 ",8.16
438,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,438,Movie ,1.0,Sep 2008 , Sep 2008,"167,321 ",8.16
439,Toaru Kagaku no Railgun T,439,TV ,25.0,Jan 2020 , Sep 2020,"234,361 ",8.16
440,Dr. Stone: New World,440,TV ,11.0,Apr 2023 , Jun 2023,"469,178 ",8.15
441,Eiga Daisuki Pompo-san,441,Movie ,1.0,Jun 2021 , Jun 2021,"48,265 ",8.15
442,Lupin III: Cagliostro no Shiro,442,Movie ,1.0,Dec 1979 , Dec 1979,"118,227 ",8.15
443,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,443,Movie ,1.0,Jan 2021 , Jan 2021,"36,486 ",8.15
444,Noragami Aragoto,444,TV ,13.0,Oct 2015 , Dec 2015,"1,465,183 ",8.15
445,Kaiba,445,TV ,12.0,Apr 2008 , Jul 2008,"154,016 ",8.14
446,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,446,Movie ,1.0,Apr 2015 , Apr 2015,"263,825 ",8.14
447,Major: Message,447,OVA ,1.0,Dec 2010 , Dec 2010,"31,099 ",8.14
448,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,448,OVA ,1.0,Mar 2022 , Mar 2022,"22,064 ",8.14
449,Shinigami Bocchan to Kuro Maid 3rd Season,449,TV ,12.0,Apr 2024 , Jun 2024,"43,424 ",8.14
450,Shokugeki no Souma,450,TV ,24.0,Apr 2015 , Sep 2015,"1,653,644 ",8.14
451,Tensei shitara Slime Datta Ken,451,TV ,24.0,Oct 2018 , Mar 2019,"1,463,626 ",8.14
452,Tsue to Tsurugi no Wistoria,452,TV ,,Jul 2024 ,,"53,610 ",8.14
453,Working!!! Lord of the Takanashi,453,Special ,1.0,Mar 2016 , Mar 2016,"103,439 ",8.14
454,Wu Liuqi: Anying Suming,454,ONA ,10.0,Jan 2023 , Mar 2023,"23,182 ",8.14
455,Yi Nian Yong Heng: Chuan Cheng Pian,455,ONA ,54.0,Jul 2022 , Jul 2023,"6,385 ",8.14
456,Black Clover,456,TV ,170.0,Oct 2017 , Mar 2021,"1,687,488 ",8.14
457,Death Parade,457,TV ,12.0,Jan 2015 , Mar 2015,"1,784,812 ",8.14
458,Given: Uragawa no Sonzai,458,OVA ,1.0,Dec 2021 , Dec 2021,"89,491 ",8.14
459,IDOLiSH7 Second Beat!,459,TV ,15.0,Apr 2020 , Dec 2020,"32,118 ",8.14
460,Cang Yuan Tu,460,ONA ,26.0,Jun 2023 , Dec 2023,"2,171 ",8.13
461,Eizouken ni wa Te wo Dasu na!,461,TV ,12.0,Jan 2020 , Mar 2020,"339,344 ",8.13
462,Ginga Eiyuu Densetsu Gaiden,462,OVA ,24.0,Feb 1998 , Sep 1998,"24,543 ",8.13
463,Given Movie 1,463,Movie ,1.0,Aug 2020 , Aug 2020,"239,683 ",8.13
464,Hinamatsuri,464,TV ,12.0,Apr 2018 , Jun 2018,"516,876 ",8.13
465,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,465,Movie ,1.0,Dec 2003 , Dec 2003,"74,768 ",8.13
466,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,466,TV ,13.0,Apr 2019 , Aug 2019,"23,556 ",8.13
467,Lupin III: Part 5,467,TV ,24.0,Apr 2018 , Sep 2018,"44,881 ",8.13
468,Nisemonogatari,468,TV ,11.0,Jan 2012 , Mar 2012,"735,714 ",8.13
469,Nodame Cantabile: Paris-hen,469,TV ,11.0,Oct 2008 , Dec 2008,"125,641 ",8.13
470,Paripi Koumei,470,TV ,12.0,Apr 2022 , Jun 2022,"298,017 ",8.13
471,Princess Tutu,471,TV ,38.0,Aug 2002 , May 2003,"171,178 ",8.13
472,Seirei no Moribito,472,TV ,26.0,Apr 2007 , Sep 2007,"220,267 ",8.13
473,Shikanoko Nokonoko Koshitantan,473,TV ,,Jul 2024 ,,"97,055 ",8.13
474,Skip to Loafer,474,TV ,12.0,Apr 2023 , Jun 2023,"270,679 ",8.13
475,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,475,TV ,12.0,Jul 2024 ,,"155,463 ",8.13
476,Buddy Daddies,476,TV ,12.0,Jan 2023 , Apr 2023,"281,058 ",8.12
477,Gankutsuou,477,TV ,24.0,Oct 2004 , Mar 2005,"252,030 ",8.12
478,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,478,Special ,1.0,Apr 2015 , Apr 2015,"41,722 ",8.12
479,JoJo no Kimyou na Bouken Part 6: Stone Ocean,479,ONA ,12.0,Dec 2021 , Dec 2021,"512,692 ",8.12
480,Katekyou Hitman Reborn!,480,TV ,203.0,Oct 2006 , Sep 2010,"560,079 ",8.12
481,Kaze Tachinu,481,Movie ,1.0,Jul 2013 , Jul 2013,"344,063 ",8.12
482,One Piece Film: Z,482,Movie ,1.0,Dec 2012 , Dec 2012,"287,237 ",8.12
483,Kamisama Hajimemashita,483,TV ,13.0,Oct 2012 , Dec 2012,"663,327 ",8.11
484,Kidou Senshi Gundam 00,484,TV ,25.0,Oct 2007 , Mar 2008,"221,684 ",8.11
485,Kuragehime,485,TV ,11.0,Oct 2010 , Dec 2010,"241,619 ",8.11
486,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,486,Movie ,1.0,Jul 2012 , Jul 2012,"24,512 ",8.11
487,Meitantei Conan Movie 05: Tengoku e no Countdown,487,Movie ,1.0,Apr 2001 , Apr 2001,"64,638 ",8.11
488,Meitantei Conan Movie 14: Tenkuu no Lost Ship,488,Movie ,1.0,Apr 2010 , Apr 2010,"57,959 ",8.11
489,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,489,TV Special ,1.0,Aug 2012 , Aug 2012,"70,956 ",8.11
490,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,490,ONA ,6.0,Dec 2019 , Dec 2019,"224,863 ",8.11
491,Shen Yin Wangzuo,491,ONA ,26.0,Apr 2022 , Sep 2022,"7,138 ",8.11
492,Diamond no Ace,492,TV ,75.0,Oct 2013 , Mar 2015,"247,762 ",8.11
493,Fullmetal Alchemist,493,TV ,51.0,Oct 2003 , Oct 2004,"1,479,242 ",8.11
494,Golden Kamuy 4th Season,494,TV ,13.0,Oct 2022 , Jun 2023,"98,070 ",8.11
495,Akatsuki no Yona OVA,495,OVA ,3.0,Sep 2015 , Dec 2016,"136,401 ",8.10
496,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,496,Movie ,1.0,Jan 2018 , Jan 2018,"274,836 ",8.10
497,Detroit Metal City,497,OVA ,12.0,Aug 2008 , Oct 2008,"213,962 ",8.10
498,Durarara!!,498,TV ,24.0,Jan 2010 , Jun 2010,"1,414,692 ",8.10
499,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,499,Special ,1.0,Nov 2015 , Nov 2015,"34,835 ",8.10
500,Gridman Universe,500,Movie ,1.0,Mar 2023 , Mar 2023,"29,345 ",8.10
501,Initial D Fifth Stage,501,TV ,14.0,Nov 2012 , May 2013,"152,487 ",8.10
502,Jigokuraku,502,TV ,13.0,Apr 2023 , Jul 2023,"697,779 ",8.10
503,Stand By Me Doraemon,503,Movie ,1.0,Aug 2014 , Aug 2014,"56,104 ",8.10
504,Tamayura: Sotsugyou Shashin Part 4 - Ashita,504,Movie ,1.0,Apr 2016 , Apr 2016,"11,861 ",8.10
